"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HOXD13",1.52777958235294,7.85780477272727,4.75799315423087,2.22846871392281e-05,3.15437289975281e-05,1.15099929140617
"TSPO2",-2.5280689,7.93501284090909,-4.75762071102857,2.23115887784688e-05,3.15795765145402e-05,1.1498130446576
"TBX6",0.935260111764704,9.34609365909091,4.75567029443699,2.24529906791347e-05,3.17774699225961e-05,1.14360135763929
"LHFPL5",0.475793058823529,3.62935554545455,4.75379098609057,2.25900717733516e-05,3.19672837726547e-05,1.13761688227208
"CLDN18",1.66231205882353,6.00694140909091,4.7537878805937,2.25902989759235e-05,3.19672837726547e-05,1.13760699372474
"PRCD",0.625069929411765,4.45470972727273,4.75234199919049,2.26963264284236e-05,3.21150534021461e-05,1.13300322447266
"CIITA",-1.05764582941176,5.89918618181818,-4.74989583993327,2.28768214812737e-05,3.23681655539536e-05,1.12521550292261
"RAB3A",1.85014062941176,4.53141038636364,4.74877362530734,2.29600985654432e-05,3.24836990227388e-05,1.12164317810353
"DNAJA1",-1.19649537647059,9.126098,-4.74608481442027,2.31608452648449e-05,3.27653991769331e-05,1.11308500500765
"ZNF627",0.911372029411765,3.14844268181818,4.74490806717435,2.32492438251505e-05,3.28881330630192e-05,1.10934002986934
"PDP1",-0.967363176470588,5.4385575,-4.74453833037463,2.3277087368281e-05,3.29251951815707e-05,1.10816340947156
"GOLPH3L",-0.880353335294116,9.02816611363636,-4.74354555805416,2.33520119517347e-05,3.30288430005754e-05,1.10500423281117
"EPB41L2",1.95561952352941,3.92231077272727,4.7421490031862,2.34578120076277e-05,3.31761430483478e-05,1.10056049800088
"DCAF1",1.2196721,4.25141852272727,4.73945568942229,2.366318581295e-05,3.3464238489588e-05,1.09199172587883
"PMCH",0.834086552941176,8.28001213636364,4.7386613453306,2.37240943174504e-05,3.35480063085674e-05,1.08946481241666
"HCFC1",-0.956225823529411,5.88044559090909,-4.73738833933341,2.382202746577e-05,3.36841147874853e-05,1.08541548861287
"VGF",0.983608676470587,3.4315615,4.73700577161869,2.38515363152275e-05,3.37234595896836e-05,1.08419863981049
"CBFB",1.02329785882353,6.42774675,4.73629262599135,2.39066399168447e-05,3.37989844600348e-05,1.08193039046414
"LINC01234",1.22114688235294,10.7223563636364,4.73496253990207,2.40097484612967e-05,3.39423628212206e-05,1.07770017033716
"MAP3K9",0.535020247058823,4.415067,4.7343013509794,2.40611666921501e-05,3.40126519777822e-05,1.07559745658548
"SPTB",0.831343488235293,7.09382097727273,4.73393952000997,2.40893508191977e-05,3.40500900091849e-05,1.07444680032743
"DIPK2A",1.34111239411765,3.47177681818182,4.73379921449853,2.41002883867059e-05,3.40631466141603e-05,1.07400062312842
"KLHDC10",1.12658297647059,8.57037820454545,4.72945844734198,2.44410996169676e-05,3.45424091665792e-05,1.06019886032322
"IL18RAP",0.8127155,3.61811472727273,4.72700126388209,2.46361207178008e-05,3.48155746186234e-05,1.0523878447373
"CD209",1.05699402941176,3.77361275,4.72657331261015,2.46702424638326e-05,3.48613358518266e-05,1.05102758292699
"RSRC2",-1.44954082352941,6.76549493181818,-4.72079674252481,2.51354002546169e-05,3.55161414897712e-05,1.03267030573567
"GPR158",0.937639076470588,4.55908243181818,4.7193779452906,2.52509624820636e-05,3.56769135590844e-05,1.02816261618916
"HES6",0.781195523529412,3.65915131818182,4.71920533847118,2.52650570715045e-05,3.56943101245771e-05,1.02761425280979
"RPS7",0.907863305882353,7.24433384090909,4.71726517159232,2.54240191547402e-05,3.59163576662734e-05,1.0214508750024
"KDM8",0.522897570588235,4.34977722727273,4.71671747023533,2.5469071345415e-05,3.59774654249597e-05,1.01971112343143
"CCP110",1.37598468235294,8.30596425,4.71668849567425,2.54714568879916e-05,3.5978298151195e-05,1.01961908867441
"S100A7",1.25077685294118,8.49032981818182,4.71622788530908,2.55094095429035e-05,3.60293655759319e-05,1.0181560306042
"KDM5A",0.57651655882353,7.7910735,4.7154649259654,2.55723971193177e-05,3.61157825080494e-05,1.01573270715113
"CNOT7",0.952941447058824,6.15441795454545,4.71143659200544,2.59075093196372e-05,3.658648055629e-05,1.00293991361774
"CAMK4",-1.39579213529411,8.03706454545454,-4.71051073990979,2.59851383243979e-05,3.66935211415719e-05,1.00000017326558
"YIPF1",0.933611805882353,6.95226468181818,4.710224591303,2.60091770025599e-05,3.67248772619497e-05,0.999091639194386
"F12",0.838616200000001,11.1888499545455,4.70995055443129,2.60322187095175e-05,3.67548213412077e-05,0.99822157686795
"GLIS2",1.04951298823529,7.10712313636363,4.70981705507504,2.6043450943218e-05,3.67680886105112e-05,0.997797724558879
"SSX1",1.04450458235294,10.4851295681818,4.70957011205554,2.60642405529548e-05,3.67948461421276e-05,0.997013705623459
"NEAT1",0.645067829411765,11.1696997045455,4.7080466547152,2.61928587239221e-05,3.69738105811858e-05,0.992177173296694
"NSMCE4A",1.22441446470588,6.29238384090909,4.70597676225295,2.63686107346038e-05,3.72192791879639e-05,0.98560666825885
"SLC39A2",1.13018609411765,10.2088360227273,4.70354674186751,2.65764215500922e-05,3.75099610012998e-05,0.977894178095713
"UBE2D3-AS1",2.25516599411765,3.71784213636364,4.7030815394638,2.66163881243696e-05,3.75637231863725e-05,0.976417846328356
"ANKRD37",-1.09496728235294,7.84510390909091,-4.70133137862653,2.67672786449526e-05,3.77740137946946e-05,0.970864084267296
"MCHR1",-1.0217143,6.16418681818182,-4.70093766621239,2.68013384110525e-05,3.78177296185158e-05,0.96961481302656
"IZUMO1",0.73691034117647,6.29767875,4.70092965244793,2.68020321183142e-05,3.78177296185158e-05,0.969589385256914
"RANBP1",-0.671565035294117,4.96230527272727,-4.6996369093176,2.69141692757324e-05,3.79732806685077e-05,0.965487677670636
"HECW1",-1.07539904705882,7.56500602272727,-4.69844573373701,2.70179045556561e-05,3.8116956409529e-05,0.961708550746371
"MSL1",0.45631014117647,4.32626947727273,4.69840395155463,2.70215503488218e-05,3.81194152526478e-05,0.961575998052838
"CARTPT",-0.833697382352941,9.10247522727273,-4.6966059343697,2.71788994599283e-05,3.83362571976415e-05,0.955872201764006
"DEFA6",1.5039153,6.85193231818182,4.69660376679779,2.71790896925372e-05,3.83362571976415e-05,0.955865326062932
"ZNF266",0.937692047058824,9.28112370454545,4.69540412141912,2.72845753536511e-05,3.84823356674181e-05,0.952060117005157
"EFHC2",1.24363908823529,11.9854580681818,4.69479104284667,2.73386391554328e-05,3.85558729626606e-05,0.950115586064321
"ZC3H13",1.0298080117647,8.18955440909091,4.69409783643418,2.73998958878843e-05,3.86395434302075e-05,0.947917008040339
"TSR1",0.833208676470587,9.75255020454546,4.69261613128702,2.7531283083825e-05,3.88220936741646e-05,0.943217972163424
"HTR2A",3.85820867647058,7.47706511363636,4.69178092492506,2.76056161873164e-05,3.89241714270658e-05,0.940569433692589
"NEIL2",0.778323017647058,5.3496165,4.69149013995014,2.76315422542085e-05,3.8957985250303e-05,0.93964735563827
"JPT1",1.15026338823529,7.66280334090909,4.69105471886001,2.7670408699288e-05,3.9010037797462e-05,0.938266671406716
"SREBF2",0.957228288235294,7.02271515909091,4.69027441480513,2.77401945572367e-05,3.91056704694275e-05,0.935792495073677
"SGTA",1.47903545294118,9.87802695454545,4.69002909737984,2.77621700639408e-05,3.91338956245769e-05,0.935014673669059
"CREB1",-0.698291164705882,4.36281404545455,-4.68832143648845,2.79156172433361e-05,3.93474278510069e-05,0.929600602204363
"FBXO32",0.835800629411764,5.04305109090909,4.68683205844043,2.80501307071133e-05,3.95342445876939e-05,0.92487910700723
"RPL35",0.984562758823529,5.98930897727273,4.68367162368509,2.83376808651114e-05,3.99367119100824e-05,0.914861779574093
"LINC00452",1.57353987058824,6.67764745454546,4.67850585184179,2.88139385522515e-05,4.06050522039186e-05,0.898493035103401
"GPR32",-0.46561228235294,9.51897031818182,-4.67841221812449,2.88226433229588e-05,4.06144619474896e-05,0.89819639262462
"DYNC1LI2",1.4221623,3.94060311363636,4.67809279152287,2.88523586616624e-05,4.06534746226645e-05,0.897184426586001
"NOLC1",-0.722921058823529,11.1944715909091,-4.67642921455513,2.90076040889504e-05,4.0869343445622e-05,0.891914459748657
"KRT6A",0.526318611764705,8.42742575,4.67577606068305,2.90687808654877e-05,4.09526561852064e-05,0.889845530863203
"ALDH2",-1.63625005882353,11.0563521818182,-4.67531310652876,2.91122196509197e-05,4.10109693422802e-05,0.888379135075716
"GLYAT",0.934969176470588,10.0060702272727,4.67483501143075,2.91571460944756e-05,4.1071369844915e-05,0.886864830250545
"RRP36",1.9814935,7.15735102272727,4.67392998289923,2.92423780755926e-05,4.11885330903018e-05,0.883998406457163
"PGBD5",-1.41413199411765,7.76985125,-4.6730329781096,2.93270961222041e-05,4.13049560233419e-05,0.88115757372789
"PNKP",1.26479104705882,5.34954654545455,4.67269187336093,2.9359375214878e-05,4.13475115512118e-05,0.880077334491082
"BET1L",1.1482893,5.43818227272727,4.67123761133335,2.94973859004478e-05,4.15389549636394e-05,0.87547214310139
"MRPL11",1.06473269411765,6.09798786363636,4.67105082527944,2.95151582132031e-05,4.15610606865517e-05,0.874880684127703
"OXLD1",2.16974804705882,7.23816065909091,4.67069986875593,2.95485794904913e-05,4.16051974663331e-05,0.87376939938143
"CST8",-0.944663929411764,8.91897086363636,-4.66999922245056,2.9615412740519e-05,4.16963696948325e-05,0.871550922344944
"UBXN11",0.793728147058824,5.81448727272727,4.66808584162552,2.97986843463614e-05,4.19514544118569e-05,0.865493081156375
"DNMT1",1.22802288235294,7.52167340909091,4.6679339374802,2.98132820432998e-05,4.19690559305257e-05,0.865012181182582
"ANGPTL7",0.653685399999999,8.56261475,4.66676404356445,2.99259424248501e-05,4.212469107263e-05,0.861308688112286
"ADCY6-DT",1.07245324705882,6.98508775,4.66653821997599,2.99477373015392e-05,4.21524082085746e-05,0.860593841023556
"SNAP25",0.389110417647058,5.63825004545455,4.66479609001942,3.01164005911687e-05,4.2386828963837e-05,0.855079489178635
"SRD5A1",1.04083757058823,3.32161495454545,4.66475301921361,3.01205822731107e-05,4.23897361314425e-05,0.854943165982124
"NRSN2",0.699763047058821,10.2114350909091,4.66370073283604,3.02229247441532e-05,4.25307782560504e-05,0.851612707418255
"TNFAIP8L2",0.837962382352941,7.30926104545455,4.66333715375497,3.0258364843331e-05,4.25776597739257e-05,0.850462046379343
"LOC101929372",0.763465270588235,10.3908533636364,4.66313264607118,3.02783173077241e-05,4.26027430152651e-05,0.849814830008265
"ARSL",1.08346177647059,7.92480602272727,4.66077275476831,3.05094941419554e-05,4.29250025742134e-05,0.842347028653256
"ZNF33A",0.883409088235294,6.05638036363636,4.65875781074533,3.07082521958276e-05,4.32016088199185e-05,0.835971782689436
"PTGR2",1.44120932941176,5.83734327272727,4.65861278978778,3.07226063496827e-05,4.3218767584048e-05,0.835512973922356
"GATA4",1.05707058823529,4.82980688636364,4.65747917309251,3.08350390862634e-05,4.33738854698426e-05,0.831926665721772
"SPOCD1",0.661951788235293,3.64526743181818,4.65743080273302,3.08398454719247e-05,4.33776003716891e-05,0.831773647694181
"TBC1D2B",-0.745912058823528,11.6138090909091,-4.65583691500148,3.0998636872769e-05,4.35978862483542e-05,0.826731728770541
"HOXA11",3.77376335294118,8.63380902272727,4.65370893192672,3.12118909460881e-05,4.38947345852314e-05,0.820001199245915
"GABRE",1.57648078235294,6.38541140909091,4.65329096394202,3.12539463770515e-05,4.39507935293152e-05,0.818679340642287
"SDK2",0.522116752941176,5.07751445454545,4.64894507011268,3.16945386328575e-05,4.45672467986384e-05,0.804937407159819
"A1CF",-1.11669424117647,8.42818609090909,-4.6471888345135,3.18743149114582e-05,4.48168931218032e-05,0.799385304272683
"RIPK1",-0.946612647058823,5.72480177272727,-4.64689353657963,3.19046412184798e-05,4.48563849584916e-05,0.798451827574652
"ZNF475",0.871518611764705,3.48783034090909,4.64533384612104,3.2065288290317e-05,4.50790830957703e-05,0.793521760388771
"PARK7",1.11174498823529,6.04191775,4.64447135782355,3.21544650845616e-05,4.52012803209781e-05,0.790795733123637
"EID2",1.05396647647059,5.83433531818182,4.64372927482347,3.2231387637932e-05,4.53049807182784e-05,0.788450399417615
"DLK1",0.813995258823529,7.99134690909091,4.64371608161942,3.2232756848887e-05,4.53049807182784e-05,0.788408703767182
"DONSON",0.802973270588234,7.23292909090909,4.64343860523447,3.22615670209296e-05,4.53422935917534e-05,0.787531779675186
"NR1I3",1.69703937058823,7.29546211363636,4.64231851823145,3.2378122328205e-05,4.55029147241899e-05,0.783992082662783
"AIF1L",2.07033493529412,4.61085379545454,4.64202395225441,3.24088432773257e-05,4.55428936184769e-05,0.783061242748301
"CHI3L2",1.08703470588235,6.05655109090909,4.64169162528526,3.24435367949745e-05,4.55884490093245e-05,0.782011100130132
"CEP192P1",-0.443648799999999,4.75288602272727,-4.63983221600372,3.26383256332916e-05,4.58589422098686e-05,0.776135886032792
"PLA2G1B",1.06545261176471,5.54455540909091,4.63952377470276,3.26707484103184e-05,4.59012787316243e-05,0.775161373155564
"CNIH3",1.08568068823529,7.02808434090909,4.63944502630264,3.26790313667085e-05,4.59096960753141e-05,0.774912572922842
"SPIN2B",1.67255864117647,6.14215604545455,4.63796819270548,3.28347512628603e-05,4.61252270194682e-05,0.770246876936834
"OSM",-0.899936141176469,8.80032627272727,-4.63720949660512,3.29150327814337e-05,4.62347617051876e-05,0.767850153244785
"ACTR10",-0.778278347058823,7.70593615909091,-4.63605547495321,3.30375156831992e-05,4.64035558943939e-05,0.76420484455759
"OGT",1.67254407647059,4.78858084090909,4.63599559154577,3.30438836595e-05,4.64092461240344e-05,0.764015693855322
"ZSCAN5A",0.495046064705882,9.41065945454545,4.63476780566127,3.31747120848407e-05,4.65897246553231e-05,0.760137727568873
"MTERF2",1.21462672941177,6.60787056818182,4.63468932355124,3.31830921402797e-05,4.65982265512852e-05,0.759889853151895
"ASB6",0.642880158823528,7.37091588636364,4.63218690616325,3.34513850800767e-05,4.69716911484717e-05,0.751987061704058
"PLEKHH3",0.379723064705883,4.83414936363636,4.63044396012299,3.36395105408296e-05,4.72325418906496e-05,0.746483568833703
"LOC100294145",0.734782147058824,5.81246609090909,4.62921410703932,3.3772880294057e-05,4.74164800988611e-05,0.742600624156132
"PTTG1IP",-0.569945217647058,7.5360425,-4.62900650936315,3.37954441352671e-05,4.74448340400638e-05,0.741945221866647
"CLCA3P",-0.616763352941176,7.45013990909091,-4.62636945903601,3.40833580503945e-05,4.78456782386477e-05,0.733620699836576
"TNNT2",-1.16130548823529,10.2528072954545,-4.62579839480885,3.41460237252719e-05,4.79302885056862e-05,0.731818198794926
"RAB40AL",0.482420223529412,5.34195593181818,4.62544765937115,3.41845677404066e-05,4.79810300571626e-05,0.730711178086752
"RNASEH1",0.781193282352941,10.0887139545455,4.62474911896788,3.42614611162991e-05,4.80855874085129e-05,0.728506469738079
"MIR30DHG",0.969557994117647,3.46567843181818,4.62237717639228,3.45238281884752e-05,4.84504221851993e-05,0.721021061046688
"CYP4F3",-1.15616985294117,6.83650672727273,-4.62171175491379,3.45977861539909e-05,4.85508127661468e-05,0.718921345980325
"C11orf68",-1.38142764705882,7.40316754545455,-4.621339036407,3.46392797664972e-05,4.86056354919075e-05,0.717745289562938
"PDLIM2",0.660434876470589,8.53599381818182,4.61855503794154,3.49507640096207e-05,4.90392732815523e-05,0.708961813511195
"TROAP",-0.796020564705881,9.30779456818182,-4.61826258185635,3.4983644369395e-05,4.90819697442023e-05,0.708039221810381
"C2orf49",-0.697352982352941,4.74900193181818,-4.61817043114091,3.4994011018154e-05,4.90930757557015e-05,0.707748524162135
"MIS12",0.594226064705881,7.33956438636364,4.61753301830468,3.5065800516513e-05,4.91903442539768e-05,0.705737801899097
"PDCD2L",1.27284868823529,4.93869322727273,4.61608070706629,3.52299098471408e-05,4.94170964258753e-05,0.701156826626271
"SLC30A3",1.24988835882353,6.61565390909091,4.61593052832012,3.52469228360295e-05,4.94374988272891e-05,0.700683150629153
"SCAMP3",1.00013277647059,7.27350438636364,4.61525076355174,3.53240309351157e-05,4.95421821530657e-05,0.698539182025797
"RNF5",1.32525731764706,9.17208290909091,4.61451314713755,3.54078888082711e-05,4.96563167605213e-05,0.696212870343569
"NTMT1",1.26151590588235,3.64225731818182,4.61262954218978,3.5622919714821e-05,4.99543806599435e-05,0.690272881680931
"KIF15",1.16282413529412,8.51640329545455,4.61257415910752,3.56292615789558e-05,4.99597765609437e-05,0.690098242305956
"ASNS",0.409091782352941,4.61168372727273,4.61253176861801,3.56341164229e-05,4.99630867350412e-05,0.689964572928035
"CFLAR",1.41533463529412,4.0834565,4.6116685707522,3.57331171010711e-05,5.0098390381345e-05,0.687242752420397
"CALML4",1.26008552352941,8.69711686363637,4.61102645716336,3.58069366784637e-05,5.01983732621587e-05,0.68521816242349
"MBOAT2",-1.08832795294118,5.46500356818182,-4.61060153583595,3.58558694298118e-05,5.02634553126654e-05,0.683878433891113
"PRR5",0.767902852941176,10.6594863409091,4.60998865479507,3.59265628045123e-05,5.03590305856827e-05,0.681946163173231
"LTBP1",1.00279562941176,4.4014905,4.60897111253776,3.60442346747035e-05,5.05204386372558e-05,0.67873828167445
"MED13",2.19616264117647,6.73538479545455,4.60861840662887,3.60851110096371e-05,5.05741932236095e-05,0.677626404536253
"LRP5L",0.864132576470587,8.28744509090909,4.60795844916003,3.61617181531021e-05,5.06780144146454e-05,0.675546018665271
"FRG1CP",-1.12330133529412,8.58666484090909,-4.60770102983436,3.61916423929234e-05,5.07164029671243e-05,0.674734582257969
"SAAL1",0.61146854117647,6.66369827272727,4.60522544516557,3.64806662980777e-05,5.111784466166e-05,0.666931834383705
"NDUFB8",0.99057364117647,9.20174452272727,4.60488123788445,3.65210315055251e-05,5.11708262655577e-05,0.665847046389024
"CERCAM",1.85816805882353,9.63919265909091,4.60466624454919,3.65462660389365e-05,5.12026018528449e-05,0.665169497107723
"BUB1",1.56565052352941,9.02159656818182,4.60393859519636,3.6631799960852e-05,5.13188486478626e-05,0.662876397138595
"CD70",1.40823362941176,7.10001056818182,4.60359419837393,3.6672351730352e-05,5.13720664239449e-05,0.661791114503766
"CYP2S1",3.14593688823529,7.94194936363636,4.60290961975924,3.67530899250496e-05,5.14815675392346e-05,0.659633913547117
"SKAP1",0.933189394117647,9.35243025,4.60141827011679,3.69295823910114e-05,5.17251709171263e-05,0.654934843080548
"ZSCAN32",0.965658258823529,7.69194461363637,4.59986539535721,3.71142405461966e-05,5.19801766497526e-05,0.650042462993008
"DCPS",1.26482318823529,6.39908902272727,4.59890815500035,3.72285210331902e-05,5.2136586502857e-05,0.647026926830133
